title,year,description,genre,rating,users_rating,votes,languages,directors,actors,runtime,rating_float,image
The Sacred Riana: Beginning,2019,"In her childhood, Riana lived in a small town with her father and her mother who ran a funeral house business. A disaster required them move to Uncle Johan's house in Jakarta and Riana ...",Horror,17+,6.9,54.0,Indonesian,Billy Christian,"['The Sacred Riana', 'Aura Kasih', 'Agatha Chelsea', 'Prabu Revolusi', 'Citra Prima', 'Frisly Herlind', 'Angrean Ken', 'Willem Bevers', 'Ciara Nadine Brosnan', 'Brooklyn Alif Rea', 'Carlos Camelo', 'Jessiana Marriera Pariston', 'Rean Firmansyah', 'Geraldy Krechoff', 'Chaca Marisa']",111.0,17.0,
The Way I Love You,2019,Senja does not know the man named BadBoy who often chat with her on blog. She always smiles remembering their conversation. Bara is the most annoying guy in school and her cousin's ...,Drama,13+,7.5,19.0,Indonesian,Rudi Aryanto,"['Syifa Hadju', 'Rizky Nazar', 'Tissa Biani Azzahra', 'Baskara Mahendra', 'Surya Saputra', 'Adi Nugroho', 'Windy Wulandari', nan, nan, nan, nan, nan, nan, nan, nan]",94.0,13.0,
This Earth of Mankind,2019,A native Javanese boy and a mixed-Dutch girl fall in love during the early 20th-century colonial turbulence in Dutch East Indies (now Indonesia).,Drama,17+,6.6,514.0,Indonesian,Hanung Bramantyo,"['Iqbaal Dhiafakhri Ramadhan', 'Mawar Eva de Jongh', 'Sha Ine Febriyanti', 'Giorgino Abraham', 'Bryan Domani', 'Jerome Kurnia', 'Donny Damara', 'Ayu Laksmi', 'Dewi Irawan', 'Kin Wah Chew', 'Kelly Tandiono', 'Christian Sugiono', 'Hans de Kraker', 'Ciara Nadine Brosnan', 'Amanda Khairunnisa']",181.0,17.0,
Trinity Traveler,2019,"Trinity is better known as TRINITY TRAVELER, and got a master degree scholarship in Philippines. Her parents wants her to get married soon. Trinity once again met Paul, but now she's in a dilemma between her love and her passion.",Adventure,13+,5.8,16.0,Indonesian,Rizal Mantovani,"['Maudy Ayunda', 'Hamish Daud', 'Rachel Amanda', 'Anggika Bolsterli', 'Babe Cabita', 'Cut Mini Theo', 'Muhammad Farhan', 'Ayu Dewi', 'Dayu Wijanto', 'Melanie Ricardo', 'Sumaisy Djaitov Yanda', 'Ayu Gani', 'Jryan Karsten', 'Sitta Novita', 'Katyana']",97.0,13.0,
Twivortiare,2019,"A man and woman fell in love and immediately got married. After two years, they decided to divorce because of all the endless conflicts. But after various events always bring them to meet each other again, their love blossoms again.",Drama,17+,5.8,165.0,Indonesian,Benni Setiawan,"['Reza Rahadian', 'Raihaanun Soeriaatmadja', 'Arifin Putra', 'Denny Sumargo', 'Citra Kirana', 'Anggika Bolsterli', 'Dimas Aditya', 'Boris Bokir', 'Ferry Salim', 'Lydia Kandou', 'Roy Marten', 'Aida Nurmala', 'Dwi Yan', 'Leroy Osmani', 'Ingrid Widjanarko']",103.0,17.0,
Uka-Uka the Movie: Nini Tulang,2019,"The popularaity of Uka-uka program on television makes Shelly want to participate in the courage test. The Uka-uka team is heading to the location of the latest courage test: Alas Moyang, ...",Horror,13+,4.8,12.0,Indonesian,Ubay Fox,"['Stefhani Zamora Husen', 'Yoriko Angeline', 'Gusti Rayhan', 'Debo Andryos', 'Reza Aditya', 'Torro Margens', 'Ricky Perdana', 'Volland Volt', 'Harris Cinnamon', 'Zulfa Maharani', 'Katrina', 'Saphira Indah', 'Yudha Keling', 'Arya Cebol', 'Mini Sagita']",92.0,13.0,
Warkop DKI Reborn 3,2019,"Dono, Kasino, and Indro are assigned as a secret police agent. They are under the command of Commander Cok, who lost his aide, Karman, when he smells money laundering in the Indonesian film industry.",Adventure,13+,4.4,102.0,Indonesian,Rako Prijanto,"['Aliando Syarief', 'Adipati Dolken', 'Randy Nidji', 'Indro Warkop', 'Mandra', 'Salshabilla Adriani', 'Ganindra Bimo', 'Dewa Dayana', 'Aurora Ribero', nan, nan, nan, nan, nan, nan]",103.0,13.0,
Wedding Agreement,2019,Tari (Indah Permatasari) is immediately confronted with a marriage agreement with Bian (Refal Hady) which says that they would divorce within one year because their marriage is only for the sake of his parents.,Drama,17+,5.9,112.0,Indonesian,Archie Hekagery,"['Indah Permatasari', 'Refal Hady', 'Aghniny Haque', 'Jeff Smith', 'Ria Ricis', 'Bucek Depp', 'Unique Priscilla', 'Mathias Muchus', 'Ria Irawan', 'Fergie Giovanna Brittany', 'Yatti Surachman', 'Teddy Snada', nan, nan, nan]",100.0,17.0,
Yowis Ben 2,2019,The popularity of Yowis Ben in Malang doesn't resolve Bayu's financial problems. The other members also have their own problems. Then they are introduced to Cak Jim who claims can raise them become a national artist.,Comedy,13+,7.2,197.0,Indonesian,Fajar Nugros,"['Bayu Skak', 'Joshua Suherman', 'Brandon Salim', 'Tutus Thomson', 'Anya Geraldine', 'Anggika Bolsterli', 'Devina Aureel', 'Laura Theux', 'Timo Scheunemann', 'Arief Didu', 'Tri Yudiman', 'Cut Meyriska', 'Glenca Chysara', 'Aliyah Faizah', 'Clairine Clay']",109.0,13.0,
13: The Haunted,2018,"Seven jet set friends who get tired of richness attempt to gain popularity by defeating two famous vloggers, The Jackal, which always covers the existence of ghosts. The effort brings the ...",Horror,13+,5.6,41.0,Indonesian,Rudy Soedjarwo,"['Al Ghazali', 'Mikha Tambayong', 'Valerie Thomas', 'Achmad Megantara', 'Endy Arfian', 'Atta Halilintar', 'Marsha Aruan', 'Stefhani Zamora Husen', 'Nurul Mukharomah', 'Jeremy Thomas', 'Fauzi Baadila', 'Tia Ivanka', 'Wani Siregar', 'Khadijah Banderas', 'Juna Rorimpandey']",107.0,13.0,
22 Menit,2018,"22 minutes before, during and after the explosion of Thamrin's bomb.",Action,13+,6.2,121.0,Indonesian,Eugene Panji,"['Ario Bayu', 'Ade Firman Hakim', 'Ardina Rasti', 'Ence Bagus', 'Fanny Fadillah', 'Mathias Muchus', 'Khiva Iskak', 'Taskya Namya', 'Totos Rasiti', 'Hans de Kraker', 'Vincent Ryan Rompies', 'Nitta Nazyra C. Noer', 'Andre Bablo Fardanish', nan, nan]",71.0,13.0,
A Man Called Ahok,2018,"Depicts the life of the titular former governor of Jakarta before he ran for office, Ahok learned a lot about discipline from his father who ran a mining business in Belitung while dealing with various corrupt people.",Biography,13+,8.7,4235.0,Indonesian,Putrama Tuta,"['Daniel Mananta', 'Kin Wah Chew', 'Eric Febrian', 'Denny Sumargo', 'Sita Nursanti', 'Eriska Rein', 'Jill Gladys', 'Donny Damara', 'Edward Akbar', 'Ferry Salim', 'Yayu A.W. Unru', 'Jenny Chang', 'Arswendi Nasution', 'Donny Alamsyah', 'Ade Irawan']",102.0,13.0,
Alas Pati: Hutan Mati,2018,"Raya and her four friends go to a haunted forest to film a mysterious graveyard located there. But strange things begin to happen, including finding a row of dead bodies on a bamboo ...",Adventure,17+,5.2,61.0,Indonesian,Jose Poernomo,"['Nikita Willy', 'Jeff Smith', 'Naomi Paulinda', 'Roy Sungkono', 'Stefhani Zamora Husen', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",82.0,17.0,
Ananta,2018,"Tania (Michelle Ziudith), is anti-social and filled with fantasies that she always pour into her canvas. She is also a type of rebel girl.",Comedy,13+,8.0,52.0,Indonesian,Rizki Balki,"['Michelle Ziudith', 'Fero Walandouw', 'Nino Fernandez', 'Jihane Almira', 'Roy Sungkono', 'Anjasmara', 'Nova Eliza', 'Asri Welas', 'Astrid Tiar', 'Josephine Firmstone', nan, nan, nan, nan, nan]",91.0,13.0,
Aruna & Lidahnya,2018,An epidemiologist tried to satisfy her obsession with food when she was assigned to investigate a bird flu case.,Drama,17+,7.3,539.0,Indonesian,Edwin,"['Dian Sastrowardoyo', 'Nicholas Saputra', 'Hannah Al Rashid', 'Oka Antara', 'Muhammad Yusuf H. Abubakar', 'Ayu Azhari', 'Hamzah Hoesin Bahanan', 'Dasijem', 'Deddy Mahendra Desta', 'Yon Gondrong', 'Irna Jufe', 'Bu Lis', 'Anggun Priambodo', 'Adhy Suhindra Rachman', 'Bee Maura Roki']",106.0,17.0,
Arwah Tumbal Nyai the Trilogy: Part Arwah,2018,"Syurkiani is very curious why she is always banned by her grandmother, Lela, to learn jaipong dance. Silently Syurkiani comes to Nyi Imas, a former jaipong dancer to learn the dance. Nyi ...",Horror,17+,3.7,45.0,Indonesian,Arie Azis,"['Zaskia Gotik', 'Shakti Arora', 'Lia Waode', 'Minati Atmanegara', 'Ingrid Widjanarko', 'Meike Rose', 'Dewi Gita', 'Otig Pakis', 'Egy Fedly', 'Piet Pagau', 'Masayu Anastasia', 'Nella Anne', 'Riza Rahayu Efendi', 'Sophie Damayanti', 'Silvia Gosari']",104.0,17.0,
Arwah Tumbal Nyai the Trilogy: Part Nyai,2018,Bad things begin to happen when Rosma refuses to worship the evil entity Nyai that her late grandmother used to worship.,Horror,13+,5.3,17.0,Indonesian,Arie Azis,"['Zaskia Gotik', 'Dewi Perssik', 'Aqilla Herby', 'Ayu Ting Ting', 'Raffi Ahmad', 'Ayu Dyah Pasha', 'Echa Permatasari', 'Otig Pakis', 'Tyas Mirasih', 'Rafi Haikal', 'Rahman Yacob', 'Jajang C. Noer', 'Fuad Idris', 'Mak Nur', nan]",99.0,13.0,
Asal Kau Bahagia,2018,"A love story of Aliando and Aurora. Ali gets a severe accident and has to lie in a coma. Although his body lays helpless and has to race between life and death, Ali's soul lives like a normal human.",Drama,13+,7.5,59.0,Indonesian,Rako Prijanto,"['Aliando Syarief', 'Aurora Ribero', 'Teuku Rasya', 'Dewa Dayana', 'Surya Saputra', 'Vonny Cornellya', 'Hans de Kraker', 'Meisya Siregar', 'Sari Koeswoyo', 'Daan Aria', 'Verdi Solaiman', nan, nan, nan, nan]",88.0,13.0,
Asih,2018,"The origins of a Kuntilanak named ""Asih"", one of the ghosts from Danur movie.",Horror,17+,5.3,156.0,Indonesian,Awi Suryadi,"['Shareefa Daanish', 'Citra Kirana', 'Darius Sinathrya', 'Alex Abbad', 'Marini', 'Djenar Maesa Ayu', 'Egy Fedly', nan, nan, nan, nan, nan, nan, nan, nan]",77.0,17.0,
Ave Maryam,2018,Maryam a catholic nun who falls in love with a pastor.,Drama,17+,7.3,234.0,Indonesian,Robby Ertanto,"['Sendy Febrina', 'Maudy Koesnaedi', 'Chicco Jerikho', 'Tutie Kirana', 'Olga Lydia', 'Joko Anwar', 'Nathania Angela', 'Suhartini', 'Atie Krisnawati', 'Ratnawati Sutandar', 'Ninik Winarni Utomo', 'Esther Trini Sri Sugianti', 'Nadya Clarinta Amin', nan, nan]",85.0,17.0,
Belok Kanan Barcelona,2018,"Four friends have been together since high school. Now, when one of them is getting married, all three of them must confess their feelings before it's too late.",Adventure,13+,7.1,89.0,Indonesian,Guntur Soeharjanto,"['Morgan Oey', 'Mikha Tambayong', 'Deva Mahenra', 'Anggika Bolsterli', 'Millane Fernandez', 'Atta Halilintar', 'Delano Daniel', 'Ananta Rispo', 'Yusril Fahriza', 'Cut Mini Theo', 'Cok Simbara', 'Eksanti', 'Karina Suwandhi', 'Elkie Kwee', 'Tike Priatnakusumah']",107.0,13.0,
Bisikan Iblis,2018,"In an all-girl school, there will always be a mysterious death every year, and Nany is enrolled in this school.",Horror,13+,4.9,34.0,Indonesian,Hanny Saputra,"['Amanda Manoppo', 'Rebecca Klopper', 'Zoe Abbas Jackson', 'Andira Hadley', 'Nicole Parham', 'Raquel Katie Larkin', 'Ayu Dyah Pasha', 'Dicky Wahyudi', 'Aquene Aziz Djorghi', 'Gilbert Pattiruhu', 'Elsa Diandra', 'Shakira Sheldrick', 'Syafira Haddad', 'Nicolea Anstee', 'Fonny Silvia']",87.0,13.0,
Bodyguard Ugal-Ugalan,2018,Syahrini's life began to be disrupted when he began to get a lot of terror from strangers and threatened the safety and preparation of his solo concert.,Comedy,13+,5.7,52.0,Indonesian,Irham Acho Bahtiar,"['Syahrini', 'Tamara Blezinski', 'Boris Bokir', 'Muhadkly Acho', 'Lolox', 'Anyun Cadel', 'Melayu Nicole', 'Ririn Ekawati', 'Melanie Ricardo', 'Chika Jessica', nan, nan, nan, nan, nan]",91.0,13.0,
DOA (Doyok-Otoy-Ali Oncom): Cari Jodoh,2018,"Doyok, Otoy, and Ali Oncom are three unemployed buddies, each of them had a unique character and hilarious behavior. The adventure began when they agreed to find a match for Doyok who has ...",Comedy,13+,6.1,54.0,Indonesian,Anggy Umbara,"['Fedi Nuril', 'Pandji Pragiwaksono', 'Dwi Sasono', 'Nirina Zubir', 'Titi Kamal', 'Laura Basuki', 'Jihane Almira', 'Opie Kumis', 'T.M. Tarsan', 'Ence Bagus', nan, nan, nan, nan, nan]",83.0,13.0,
Danur 2: Maddah,2018,A girl who has 3 ghost friends now lives with her sister who is getting embarrassed with the girl's ability to see ghosts.,Horror,17+,5.7,354.0,Indonesian,Awi Suryadi,"['Prilly Latuconsina', 'Sandrinna Michelle', 'Shawn Adrian Khulafa', 'Sophia Latjuba', 'Bucek Depp', 'Gamaharitz', 'Kevin Bzezovski', 'Alexander Bain', 'Matt White', 'Justin Rossi', 'Elena V. Holovcsak', 'Annov Hari Prabowo', 'Carolina Passoni Fattori', 'Arjan Onderdenwijngaard', 'Risa Saraswati']",92.0,17.0,
Dear Nathan Hello Salma,2018,"Sequel to the 2017 movie ""Dear Nathan"" follows the continued relationship between two young people in love.",Drama,13+,8.0,195.0,Indonesian,Indra Gunawan,"['Jefri Nichol', 'Amanda Rawles', 'Susan Sameh', 'Devano Danendra', 'Surya Saputra', 'Karina Suwandhi', 'Gito Gilas', 'Diandra Agatha', 'Sonia Alexa', 'Zoe Abbas Jackson', 'Rendi Jhon', 'Ozan Arkananta', 'Talu Prussia', 'Bramanta Sadhu', 'Firman Ferdiansyah']",101.0,13.0,
Dilan 1990,2018,"Milea (Vanesha Prescilla) met with Dilan (Iqbaal Ramadhan) at a high school in Bandung in 1990. An unusual introduction brings Milea to know the uniqueness of Dilan who is smart, kind, and romantic in her eyes.",Drama,13+,7.3,2799.0,Indonesian,Pidi Baiq,"['Iqbaal Dhiafakhri Ramadhan', 'Vanesha Prescilla', 'Yoriko Angeline', 'Gusti Rayhan', 'Zulfa Maharani', 'Giulio Parengkuan', 'Stefhani Zamora Husen', 'Debo Andryos', 'Omara N. Esteghlal', 'Brandon Salim', 'Refal Hady', 'Adhisty Zara', 'Iang Darmawan', 'Farhan', 'Ayu Inten']",127.0,13.0,
Dimsum Martabak,2018,Mona (Ayu Ting Ting) works at the Chinese restaurant which serves Dimsum as its main menu. her boss's wife was jealous until Mona was fired. Mona was forced to find another job until she meets a young entrepreneur named Soga (Boy William).,Comedy,13+,6.2,63.0,Indonesian,Andreas Sullivan,"['Ayu Ting Ting', 'Boy William', 'Meriam Bellina', 'Muhadkly Acho', 'Denira Wiraguna', 'Tyas Mirasih', 'Ferry Salim', 'Olga Lydia', 'Kin Wah Chew', 'Elkie Kwee', 'Stella Cornelia', 'Henky Solaiman', 'Anyun Cadel', 'Fico Fachriza', 'Lena Magdalena']",98.0,13.0,
Generasi Micin,2018,"For Kevin (Kevin Anggara), school is a boring place. He only has three best friends in his class. One day, Kevin found a mysterious website that challenged him to do naughty things at school.",Comedy,13+,6.4,72.0,Indonesian,Fajar Nugros,"['Kevin Anggara', 'Clairine Clay', 'Morgan Oey', 'Joshua Suherman', 'Teuku Ryzki', 'Kamasean Matthews', 'Ari Irham', 'Jennifer Coppen', 'Ferry Salim', 'Melissa Karim', 'Cut Mini Theo', 'Yuven', 'Mathias Muchus', 'Hifdzi Khoir', 'Ricky Wattimena']",88.0,13.0,
Gentayangan,2018,"Abimanyu Karindra has no choice but to bring his wife, Sofia and their two children and his sister Sheila to settle in a parent's hotel in a mountain valley hundreds of kilometers from Jakarta, after being declared bankrupt by the court.",Horror,13+,4.8,19.0,Indonesian,Shyam Ramsay,"['Baim Wong', 'Nadine Alexandra', 'Chris Laurent', 'Jelita Callebaut', 'Bima Azriel', 'Marsha Aurelia', 'Haydar Salishz', 'Brianna Simorangkir', 'Windy Dwiapsari', 'Fuad Idris', nan, nan, nan, nan, nan]",84.0,13.0,
Gila Lu Ndro,2018,"Indro (Tora Sudiro) encounters with Al, an alien (Indro Warkop) who is visiting Earth and hope that he can find peace on earth and bring that peace back to his planet which is always tinged with conflicts, gaps, and other social problems.",Comedy,13+,5.2,49.0,Indonesian,Herwin Novianto,"['Tora Sudiro', 'Indro Warkop', 'Mieke Amalia', 'M. Adhiyat', 'Hifdzi Khoir', 'Indra Jegel', 'Arie Kriting', 'Rachman Avri', 'David Nurbianto', 'Alex Abbad', 'Arafah Rianti', 'Sadana Agung Sulistya', 'Yoriko Angeline', 'Zulfa Maharani', 'Aci Resti']",79.0,13.0,
Hanum & Rangga: Faith & The City,2018,A love story about a dentist's struggle with her husband.,Drama,13+,1.2,3490.0,Indonesian,Benni Setiawan,"['Acha Septriasa', 'Rio Dewanto', 'Arifin Putra', 'Titi Kamal', 'Alex Abbad', 'Ciara Nadine Brosnan', 'Ayu Dewi', 'Tyson Lynch', 'Alexandra Gottardo', 'Timo Scheunemann', 'Elena V. Holovcsak', 'Suheil Bisyir', 'Jennifer Lepas', 'Andy Yue', 'Alice Norin']",90.0,13.0,
Insya Allah Sah 2,2018,"Raka (Pandji Pragiwaksono) is now trapped in an online taxi with Gani (Donny Alamsyah), a fugitive who just escaped from prison. Both of them must go through a journey full of comedy action and unexpected situations.",Action,13+,7.2,42.0,Indonesian,Anggy Umbara,"['Pandji Pragiwaksono', 'Donny Alamsyah', 'Luna Maya', 'Miller Khan', 'Ray Sahetapy', 'Nirina Zubir', 'Tanta Ginting', 'Dewi Yull', 'Meriam Bellina', 'Titiek Sandhora', 'Henky Solaiman', 'Ingrid Widjanarko', 'T.M. Tarsan', 'T. Rifnu Wikana', 'Ence Bagus']",91.0,13.0,
Jaga Pocong,2018,"Mila is a nurse, could not refuse when assigned to take care for Sulastri at her house. When she arrives at Sulastri's house, it turns out that Sulastri has died.",Horror,17+,6.9,140.0,Indonesian,Hadrah Daeng Ratu,"['Acha Septriasa', 'Zack Lee', 'Aqilla Herby', 'Jajang C. Noer', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",83.0,17.0,
Jailangkung 2,2018,A girl watched an old videotape owned by his father who had communicated with her mother's deceased spirit using Jailangkung. She then assembles her own Jailangkung and plays it in hope also to communicate with her deceased mother.,Horror,13+,4.0,109.0,Indonesian,Rizal Mantovani,"['Amanda Rawles', 'Jefri Nichol', 'Hannah Al Rashid', 'Lukman Sardi', 'Gabriella Quinlyn', 'Deddy Sutomo', 'Ratna Riantiarno', 'Frans Nicholas', 'Naufal Samudra Weichert', nan, nan, nan, nan, nan, nan]",83.0,13.0,
Jaran Goyang,2018,"A gardener named Dirga fell in love with a sworddut named Elena. But his love was rejected by Elena who already had a girlfriend, Robert. Dirga killed Robert and asked Jaran Goyang black ...",Horror,13+,4.7,16.0,Indonesian,Findo Purwono,"['Cut Meyriska', 'Ajun Perwira', 'Nova Eliza', 'Mudy Taylor', 'Dian Aditya', 'Lia Ladysta', 'Iva Novanda', nan, nan, nan, nan, nan, nan, nan, nan]",79.0,13.0,
Kafir: Bersekutu dengan Setan,2018,A family is being haunted by some strange happenings after the death of the father.,Drama,17+,7.0,367.0,Indonesian,Azhar Kinoi Lubis,"['Putri Ayudya', 'Sujiwo Tejo', 'Indah Permatasari', 'Rangga Azof', 'Nadya Arina', 'Nova Eliza', 'Teddy Syah', 'Slamet Ambari', 'Djenar Maesa Ayu', 'Dolly Martin', 'Oce Permatasari', 'Yayu A.W. Unru', 'Laksmi Notokusumo', 'Antar', nan]",97.0,17.0,
Keluarga Cemara,2018,"After the bankruptcy, Abah loses his house and all of his treasures. He also loses his case in the court, hence his family is threatened to live in poverty forever. Abah then had to get used to his new life along with his little family.",Drama,SU,7.9,558.0,Indonesian,Yandy Laurens,"['Nirina Zubir', 'Ringgo Agus Rahman', 'Adhisty Zara', 'Widuri Sasono', 'Asri Welas', 'Yasamin Jasem', 'Maudy Koesnaedi', 'Andrew Trigg', 'Kafin Sulthan', 'Abdurrahman Arif', 'Gading Marten', 'Ariyo Wahab', 'Joshia Frederico', 'Widi Mulia', 'Arswendi Nasution']",110.0,0.0,
Kesempatan Kedu(d)a,2018,"Abi (Raffi Ahmad) is a corporate slave. His wife, Maya (Dinda Kanya Dewi), a super ambitious career woman, has an affair with Abi's boss.",Comedy,13+,7.0,8.0,Indonesian,Awi Suryadi,"['Raffi Ahmad', 'Zizan Razak', 'Cut Meyriska', 'Marsha Aruan', 'Bastian Steel', 'Aqilla Herby', 'Nagita Slavina', 'Ayu Ting Ting', 'Hotman Paris Hutapea', 'Dicky Chandra', 'Dinda Kanyadewi', 'Muhammad Farhan', 'Ira Maya Sopha', 'Mo Sidik', 'Jarwo Kwat']",99.0,13.0,
Koki-Koki Cilik,2018,"A child from an underprivileged family managed to take part in the very prestigious and expensive Cooking Camp program. With all his shortcomings, he must challenge the cuisine of Chef Grant and compete with the other little chefs.",Drama,SU,7.3,35.0,Indonesian,Ifa Isfansyah,"['Morgan Oey', 'Ringgo Agus Rahman', 'Faras Fatik', 'Chloe Xaviera', 'Adi Kurdi', 'Aura Kasih', 'Fanny Fabriana', 'Alif Lubis', 'Marcello', 'Ali Fikry', 'Patrick Milligan', 'Cole Gribble', 'Clay Gribble', 'Romaria Simbolon', 'Clarice Cutie']",91.0,0.0,
Kucumbu Tubuh Indahku,2018,"A pre-teen boy who abandoned by his father joins a Lengger dance center where men assume feminine appearances, but the political and social upheaval in Indonesia forces him to move away and meet with remarkable people on his journey.",Drama,17+,7.5,337.0,Indonesian,Garin Nugroho,"['Muhammad Khan', 'Raditya Evandra', 'Rianto', 'Sujiwo Tejo', 'T. Rifnu Wikana', 'Randy Pangalila', 'Whani Darmawan', 'Dorothea Quin Haryati', 'Endah Laras', 'Mbok Tun', 'Cahwati Sugiarto', 'Fajar Suharno', 'Windarti', 'Anneke Fitriani', 'Anja Lilani Ariella']",105.0,17.0,
Kulari ke Pantai,2018,Two girls in their early teens embark on a road trip with one of the girl's mother.,Adventure,SU,7.8,201.0,Indonesian,Riri Riza,"['Maisha Kanna', ""Lil'li Latisha"", 'Marsha Timothy', 'Varun Tandjung', 'Suku Dani', 'Edward Suhadi', 'Francy', 'Ligwina Hananto', 'Praz Teguh', 'Yudha Khan', 'Mo Sidik', 'Fadlan Ridzal', 'M. Adhiyat', 'Ibnu Jamil', 'Dodit Mulyanto']",112.0,0.0,
Liam dan Laila,2018,"Liam a young French man, falls in love with an Indonesian Laila.",Drama,13+,7.5,11.0,Minangkabau,Arief Malinmudo,"['Nirina Zubir', 'Jonatan Cerrada', 'David Chalik', 'Praz Teguh', 'Gilang Dirga', 'Upiak Isil', 'Irfan Guchi', 'Linda Zubir', 'Yusril Katil', 'Arzul Jamaan', 'Mitos Saandiko', 'Yassir Hidayat', 'Yuniarni', 'Bima Jousant', 'Melfi Abra']",94.0,13.0,
Love for Sale,2018,A mature single man is challenged by his friends to bring a girlfriend to his wedding. He doesn't want to be embarrassed and forced to use the dating site which then brings him to a girl that can accompany him to the wedding.,Drama,21+,7.4,792.0,Indonesian,Andibachtiar Yusuf,"['Gading Marten', 'Della Dartyan', 'Verdi Solaiman', 'Adriano Qalbi', 'Sabrina Rochelle', 'Albert Halim', 'Rukman Rosadi', 'Vanda Mutiara', 'Bowie Budianto', 'Hanif Reyzel', 'Natalius Chendana', 'Rizky Mocil', 'Cita Maharani', 'Ryoichi Adityo', 'Khiva Iskak']",100.0,21.0,
Meet Me After Sunset,2018,"A bizarre love triangle between the Sun, the Moon, and the Star.",Drama,13+,8.0,53.0,Indonesian,Danial Rifki,"['Maxime Bouttier', 'Agatha Chelsea', 'Billy Davidson', 'Yudha Keling', 'Iszur Muchtar', 'Febby Febiola', 'I.B. Made Oka Sugawa', 'Marini', 'Margin Wieheerm', 'Ciccio Manassero', 'Deanda Puteri', nan, nan, nan, nan]",96.0,13.0,
Menunggu Pagi,2018,"For Bayu (Arya Saloka) who owns a vinyl store in the Santa area, the desire to go to the biggest annual Djakarta Warehouse Project (DWP) music festival is not a priority.",Drama,17+,7.4,21.0,Indonesian,Teddy Soeriaatmadja,"['Arya Saloka', 'Arya Vasco', 'Aurélie Moeremans', 'Juan Bione Subiantoro', 'Raka Hutchison', 'Mario Lawalatta', 'Ganindra Bimo', 'Putri Marino', 'Yayu A.W. Unru', 'Natasha Gott', 'Wulandera', 'Nicholas Sada', 'Toddyzilla', 'Mongol Stres', 'Ryma Karimah']",82.0,17.0,
Message Man,2018,A retired assassin's past catches up with him and his brutality surfaces as he goes on a final killing spree to make things right.,Action,21+,6.0,2486.0,Indonesian,Corey Pearson,"[""Paul O'Brien"", 'Aji Santosa', 'Verdi Solaiman', 'Mario Irwinsyah', 'Agni Pratistha', 'Mike Lewis', 'Alfridus Godfred', 'Ronny P. Tjandra', 'Gary Plant', 'Bran Vargas', 'Denny Baskar', 'Valentine Payen-Wicaksono', 'Epy Kusnandar', 'Patria Sandya Mustika', 'Trisa Triandesa']",91.0,21.0,
Milly & Mamet: Ini Bukan Cinta & Rangga,2018,"Mamet obeyed Milly's request to stop working at a banker bank to raise their children, to work in his in-laws factory to meet Alexandra who again invited her to become a chef at the restaurant of her second dream while in college.",Comedy,13+,7.4,558.0,Indonesian,Ernest Prakasa,"['Yoshi Sudarso', 'Julie Estelle', 'Dian Sastrowardoyo', 'Adinia Wirasti', 'Ernest Prakasa', 'Pierre Gruno', 'Roy Marten', 'Titi Kamal', 'Dinda Kanyadewi', 'Eva Celia Latjuba', 'Isyana Sarasvati', 'Muhadkly Acho', 'Surya Saputra', 'Sissy Priscillia', 'Aci Resti']",101.0,13.0,
Moonrise Over Egypt,2018,"In 1947, the Indonesian first diplomatic mission arrived in Cairo without passport, to gain recognition over Indonesian sovereignty. They were having series of tackles, which putting the fate of Egypt and Indonesia in the hands of traitor.",History,13+,7.5,24.0,Indonesian,Pandu Adi Putra,"['Reza Anugrah', 'James Dixon', 'Drh Ganda', 'Ina Marika', 'Satria Mulia', 'Vikri Rahmat', 'Amir Sambodo', 'Mark Sungkar', 'Pritt Timothy', 'Bhisma Wijaya', nan, nan, nan, nan, nan]",112.0,13.0,
"R: Raja, Ratu, & Rahasia",2018,Ratu (Aurora Ribero) joins a club called Komplotan Rahasia (Secret Order) in order to bring joy to herself because her parents are dead. Then there's Raja (Brandon Salim) who loves Ratu. But Raja has a secret.,Drama,13+,7.2,45.0,Indonesian,Findo Purwono,"['Brandon Salim', 'Aurora Ribero', 'Ira Wibowo', 'Dimas Beck', 'Sheila Dara Aisha', 'Jeff Smith', 'Teuku Ryzki', 'Ardit Erwandha', 'Zulfa Maharani', 'Debo Andryos', 'Mufida Omar Nahdi', 'Bella Graceva', 'Thomi Baraqbah', 'Marcellino Lafrand', 'Asri Welas']",98.0,13.0,
Rasuk,2018,"During a vacation at a villa with her three friends, a resentful woman plunges deep into the depths of hate when dark forces try to overtake her life.",Horror,17+,5.4,69.0,Indonesian,Ubay Fox,"['Shandy Aulia', 'Miller Khan', 'Denira Wiraguna', 'Gabriella Desta', 'Josephine Firmstone', 'Baron Hermanto', 'Abhie Canser', 'Ninok Wiryono', nan, nan, nan, nan, nan, nan, nan]",90.0,17.0,
